dataset,k,rp_tr,rp_fro,rp_time,greedy_tr,greedy_fro,greedy_time,uniform_tr,uniform_fro,uniform_time,opt_tr,opt_fro
yolanda,10,0.4877571599392253,0.09533310972122984,0.03027796745300293,0.998999747723151,0.9999997227315996,0.00668787956237793,,,,0.3928402709585582,0.05010036475649593
yolanda,11,0.4929552608188044,0.10768909855796643,0.023511171340942383,0.9988987650347629,0.9999988776242518,0.0074672698974609375,,,,0.38738274693307684,0.048931458250512934
yolanda,12,0.48430291147483856,0.09923051738543201,0.026299715042114258,0.9987920044001114,0.9999977562328424,0.00820016860961914,,,,0.3822888859341553,0.047889893496952454
yolanda,13,0.47803369644920046,0.09512419053064111,0.0330355167388916,0.998691774193536,0.9999975251061646,0.009423494338989258,,,,0.3773792275030257,0.04690157587356953
yolanda,14,0.4657779489907026,0.08430328965259089,0.03411078453063965,0.9985917741790948,0.9999975056714734,0.009577035903930664,,,,0.3725287633921783,0.04591643675914771
yolanda,15,0.4609004707507761,0.08368485478014215,0.03183698654174805,0.9984915179279146,0.9999971405435255,0.009978532791137695,,,,0.367723214095914,0.044928455293782504
yolanda,16,0.4556300097575818,0.08056883101184323,0.03711366653442383,0.9983914908212693,0.999997098290076,0.01113271713256836,,,,0.36299951049465545,0.04395275018490124
yolanda,17,0.44520441339320393,0.07287566550112733,0.04104471206665039,0.9982908441563635,0.9999965160977156,0.011887073516845703,,,,0.35828593977274203,0.04295921391115849
yolanda,18,0.446980240577772,0.07514129151448765,0.039408206939697266,0.9981908441517955,0.9999964966649133,0.013490438461303711,,,,0.3536008400453904,0.04195454526529888
yolanda,19,0.4775423741487907,0.10367843475108687,0.05385327339172363,0.9980908429885822,0.9999964762401691,0.013856649398803711,,,,0.34896871061385676,0.040948648650388775
yolanda,20,0.44104591466495624,0.07339859623351991,0.05128622055053711,0.9979905827510449,0.9999960677066811,0.01809859275817871,,,,0.3443997289728045,0.039945687881864096
