dataset,k,tr,fro,time
volkert,500,0.07185857482627278,0.0047703914084775536,16.49300789833069
volkert,500,0.07279133743254149,0.0049400873681936614,12.987954139709473
volkert,500,0.07309277174667166,0.004998915402439022,15.532995462417603
volkert,500,0.0720013603555271,0.00473842411593856,11.228002309799194
volkert,500,0.07250555305152692,0.004918887919302053,15.50028395652771
volkert,500,0.07232928625079804,0.004816278499000824,11.25188136100769
volkert,500,0.07305498423689617,0.0049167551223656975,15.595762968063354
volkert,500,0.0718180681633263,0.004797556544775349,13.555421590805054
volkert,500,0.07181153824701494,0.0047775912706593164,12.415031909942627
volkert,500,0.07211864720953734,0.004799483721274917,12.54863953590393
volkert,600,0.06360044663005146,0.003987354883301415,13.568126201629639
volkert,600,0.06354038353472716,0.003991611463117844,14.154103517532349
volkert,600,0.06455818667310932,0.0041262277406628805,14.698120355606079
volkert,600,0.06410584411294455,0.004023940373282576,13.967532873153687
volkert,600,0.06354735681065643,0.003964193781950297,10.864424705505371
volkert,600,0.06336305712276818,0.0039230405637421945,13.588417530059814
volkert,600,0.06428552930923066,0.004069787066486523,12.428001880645752
volkert,600,0.06314886571569825,0.003910367297238109,12.626977920532227
volkert,600,0.06350767330866049,0.003990486367216507,15.32918095588684
volkert,600,0.06365875793308408,0.00401962010828749,16.692107915878296
volkert,700,0.05676140596361588,0.0033263098512962453,18.46942663192749
volkert,700,0.057202705706283975,0.0034105310199621795,17.113797664642334
volkert,700,0.05681182507988841,0.003368817073842432,13.337130784988403
volkert,700,0.05678315340127443,0.003326712733345881,16.49167776107788
volkert,700,0.05710897547973196,0.003394690850056033,15.150991678237915
volkert,700,0.05672583488192918,0.0033573134044851765,12.386475801467896
volkert,700,0.056870306971613396,0.003361287553197789,16.633139848709106
volkert,700,0.0568614558719312,0.0033827469572726304,17.945714712142944
volkert,700,0.057032226343109685,0.003346757532308872,17.25067949295044
volkert,700,0.0568607875039701,0.0033615868563223153,14.93525242805481
volkert,800,0.051570524401401335,0.002937050687825011,16.020596981048584
volkert,800,0.05171869869976583,0.002986261098530778,16.292699575424194
volkert,800,0.05142907244267137,0.002898737426520637,16.062251091003418
volkert,800,0.05114103710431074,0.002893034930061183,13.81984543800354
volkert,800,0.051842537417967335,0.002956313509608818,14.857231140136719
volkert,800,0.05144562613613954,0.0028968975621566227,22.263067722320557
volkert,800,0.051531748572134564,0.002906924500856072,12.161489248275757
volkert,800,0.05178080812882897,0.0029165184025744307,12.222482681274414
volkert,800,0.05180186531008275,0.002939508628498208,13.150614976882935
volkert,800,0.05161427353290727,0.002919901470674035,20.97731351852417
volkert,900,0.04699431255200287,0.00252848403799884,19.585628032684326
volkert,900,0.04707682675590009,0.002582614770078996,17.28569221496582
volkert,900,0.04655961991933153,0.0025063569324406546,17.802321910858154
volkert,900,0.046535033845115654,0.002505915798435593,17.649321794509888
volkert,900,0.04693466062474724,0.00252670387951773,17.80250310897827
volkert,900,0.04673795065415365,0.002526995358137856,12.857261896133423
volkert,900,0.0471289438138519,0.002581340276977412,15.009836673736572
volkert,900,0.04666687206348966,0.002526124677091153,14.437975406646729
volkert,900,0.04713458420033648,0.0025559409118911325,14.55107307434082
volkert,900,0.04634269107255811,0.002498127338999822,26.72752547264099
volkert,1000,0.04307088497422077,0.0022713910737829765,26.695977210998535
volkert,1000,0.04293160847009236,0.002251839968292106,23.52287983894348
volkert,1000,0.043168865762286165,0.0022732036404014685,24.36777901649475
volkert,1000,0.04276912855399727,0.002250701229435666,21.497464179992676
volkert,1000,0.042834071217408176,0.0022439609428016264,16.692877054214478
volkert,1000,0.043025943020130596,0.0022814760075119183,17.021812677383423
volkert,1000,0.043206410547626035,0.0022896965082306363,18.57488226890564
volkert,1000,0.04355056669256864,0.0023141966830987227,18.27817392349243
volkert,1000,0.043158410029321914,0.0022764091284005325,17.130212783813477
volkert,1000,0.04309803691613971,0.0022739031233698502,18.42620539665222
creditcard,10,0.39676779532490764,0.12125491837432782,0.07863140106201172
creditcard,10,0.412392327896376,0.1366125507031385,0.22663664817810059
creditcard,10,0.3837224718645224,0.11031785270515958,0.08791208267211914
creditcard,10,0.38308163388620886,0.11498912373571718,0.11121225357055664
creditcard,10,0.42677663796439264,0.15133989627230976,0.07773733139038086
creditcard,10,0.3748675390342108,0.10546125608888281,0.05936288833618164
creditcard,10,0.38864758060314164,0.11391447934882908,0.0658118724822998
creditcard,10,0.3899803235027847,0.11576001029753767,0.1854109764099121
creditcard,10,0.3902411252270398,0.12310303604843188,0.09717011451721191
creditcard,10,0.3888084425891808,0.11450158853209388,0.12477421760559082
creditcard,50,0.20571546756079692,0.03912953463502373,0.6704902648925781
creditcard,50,0.20372206615427624,0.03686336704134179,0.38846611976623535
creditcard,50,0.19401463647537626,0.032441535130479406,0.31444287300109863
creditcard,50,0.19792090161664436,0.034398657563517836,0.2821366786956787
creditcard,50,0.20463686799942324,0.03860319383392753,0.26608705520629883
creditcard,50,0.2065898779866758,0.04041354883517753,0.5095481872558594
creditcard,50,0.19145848502982743,0.03109672302906315,1.0006520748138428
creditcard,50,0.19229875657667436,0.03146460476275208,0.8398888111114502
creditcard,50,0.20808895377162645,0.03901047985727152,0.43086981773376465
creditcard,50,0.21579814060457084,0.04311913442422962,0.28870701789855957
creditcard,100,0.1448911101187752,0.018192394263805093,0.5279989242553711
creditcard,100,0.1462325713578046,0.01893489819567121,0.628551721572876
creditcard,100,0.1464365084548417,0.019398811835976814,0.9654028415679932
creditcard,100,0.1442370184315732,0.017725601444010048,1.2282121181488037
creditcard,100,0.14016796843063645,0.017030359003521206,0.8618087768554688
creditcard,100,0.14389923258022688,0.018348341797336354,0.606043815612793
creditcard,100,0.13982142077394627,0.01679470214251391,0.6905407905578613
creditcard,100,0.146981088780372,0.019038180835746637,0.6771368980407715
creditcard,100,0.1470207908750373,0.01918207238692693,0.9171750545501709
creditcard,100,0.1510214420141064,0.02067671987122414,0.5107307434082031
creditcard,200,0.10012728501245385,0.009984189881345962,2.7372679710388184
creditcard,200,0.10228325535187535,0.010438374622343887,1.8617961406707764
creditcard,200,0.0972492646391152,0.00938882946086651,1.4399936199188232
creditcard,200,0.0988068231428234,0.009815413680957542,1.565223217010498
creditcard,200,0.09981139220699516,0.010018608272351999,1.8275096416473389
creditcard,200,0.09898851896867739,0.009739820055274953,1.5182623863220215
creditcard,200,0.09995089828724396,0.009971606067725531,2.6440837383270264
creditcard,200,0.09897642658456994,0.009774817029185432,1.4223239421844482
creditcard,200,0.10211563850639536,0.010375187046652837,2.1113357543945312
creditcard,200,0.10052979434746392,0.010003008346220798,1.4328038692474365
creditcard,300,0.07675685556801563,0.006789935450895013,3.0960915088653564
creditcard,300,0.07664171916038551,0.006742634631940641,4.30759072303772
creditcard,300,0.07717137026005373,0.006812820093636329,3.7500221729278564
creditcard,300,0.07619767665092639,0.006750316921249056,3.4842019081115723
creditcard,300,0.07643162853455591,0.006732184485191013,3.219205141067505
creditcard,300,0.07526306450463519,0.006534132656092127,3.3027126789093018
creditcard,300,0.07631836605216318,0.006748042973888303,4.256636381149292
creditcard,300,0.07594242703656226,0.006686334333883474,2.164139747619629
creditcard,300,0.0764366110735956,0.006693255156126232,2.5594661235809326
creditcard,300,0.0774901820576082,0.0069899306381876235,3.6594009399414062
creditcard,400,0.06300923475540338,0.005299370237404459,5.7189013957977295
creditcard,400,0.06113791343546436,0.00491302284004033,4.070558547973633
creditcard,400,0.061189351714586906,0.004990153194293657,3.5812828540802
creditcard,400,0.062275269189170555,0.0051868796050219,4.206932067871094
creditcard,400,0.06150855403133817,0.004987073248824471,5.0273966789245605
creditcard,400,0.06113893287185781,0.0049672651219776235,4.475044250488281
creditcard,400,0.061309108221697,0.004918467013221204,3.6983296871185303
creditcard,400,0.0622513068394208,0.005194671288799554,4.40022611618042
creditcard,400,0.06117542502188021,0.004976243143732238,6.0027008056640625
creditcard,400,0.06090239202118497,0.004871521202238891,5.0726330280303955
creditcard,500,0.050724126519499424,0.00389605400284906,4.937144756317139
creditcard,500,0.05044502493430526,0.003879190011933791,5.878675699234009
creditcard,500,0.05071469427725417,0.003877925867299626,4.458488702774048
creditcard,500,0.050597009136190266,0.0038740064374396393,4.416454792022705
creditcard,500,0.05087806314574468,0.003958259131238455,7.4466233253479
creditcard,500,0.051416514342808896,0.0040070389449097035,6.112584829330444
creditcard,500,0.05092925394252362,0.003883403827502567,4.829448938369751
creditcard,500,0.0509843155366745,0.003913559173274729,4.410525321960449
creditcard,500,0.05101813623675103,0.003955789870491442,4.537861347198486
creditcard,500,0.05092593713447439,0.003930410267158453,4.131359338760376
creditcard,600,0.04314975558812257,0.0032136499344768837,5.455643177032471
creditcard,600,0.043687923620500994,0.003233875032728362,7.933520078659058
creditcard,600,0.043107923927293186,0.0031969221569660058,7.2568395137786865
creditcard,600,0.04282901876946783,0.0031913836289173417,4.6323113441467285
creditcard,600,0.04309276095679229,0.0031974480848192465,5.314899444580078
creditcard,600,0.04312407798357958,0.003196721591650103,7.002827882766724
creditcard,600,0.04287598957595857,0.003120799359994439,5.562466382980347
creditcard,600,0.04298824866385237,0.003161780230850594,6.919112920761108
creditcard,600,0.04306882913453473,0.0031979070103255796,7.069475889205933
creditcard,600,0.04345964470945618,0.003198037704824856,5.194192886352539
creditcard,700,0.037250663365168836,0.0027001723598291294,8.278650760650635
creditcard,700,0.03669012971442072,0.0026190701442494256,7.540632009506226
creditcard,700,0.03642313388345905,0.00261734771591931,7.501025915145874
creditcard,700,0.037041574323205526,0.0026712213405749997,9.134725332260132
creditcard,700,0.03685760924674829,0.002671876540155934,7.673262357711792
creditcard,700,0.03685805385224843,0.002653027171592061,6.386348724365234
creditcard,700,0.03628155434836402,0.002572912772897825,5.587563991546631
creditcard,700,0.03725019119973841,0.00274847919999333,9.199720621109009
creditcard,700,0.036337429407187226,0.0026265050823943586,7.861826181411743
creditcard,700,0.036607104270019286,0.00263855262521037,8.213291645050049
creditcard,800,0.03154129582885214,0.0022233151549429994,8.326059818267822
creditcard,800,0.0314449211389196,0.002209937296055292,8.363531589508057
creditcard,800,0.03158237058393421,0.002247867616685716,10.214874982833862
creditcard,800,0.031326797907219574,0.0022173760753950084,8.906796216964722
creditcard,800,0.031302647494413284,0.002227771019635389,8.607002019882202
creditcard,800,0.03129466207656119,0.0021983516762609486,9.246719121932983
creditcard,800,0.03132707891553919,0.0022009017889793583,9.954755067825317
creditcard,800,0.03133419134956282,0.002210908132180167,12.616361141204834
creditcard,800,0.031065981288024944,0.0021691924965803536,8.554874420166016
creditcard,800,0.03127884527475692,0.0022127271472356345,10.921164512634277
creditcard,900,0.026784483874247353,0.001850659090948737,9.587380647659302
creditcard,900,0.026454122871295435,0.0018291988305740453,16.42730975151062
creditcard,900,0.026701717747503288,0.0018537289483639074,12.889390468597412
creditcard,900,0.02682503441142935,0.0018738255628430818,12.968251705169678
creditcard,900,0.02707393150673527,0.0018892832151055994,11.515758752822876
creditcard,900,0.026978267345832682,0.0018844510461136553,12.574999570846558
creditcard,900,0.027276277246854806,0.0018935123697325987,10.897796630859375
creditcard,900,0.026604454490878504,0.0018383798065260953,12.179431438446045
creditcard,900,0.026870277354263918,0.0018634802624796034,11.3324716091156
creditcard,900,0.02684640777945188,0.001879547252617937,11.54141354560852
creditcard,1000,0.02333742154039137,0.0016104662362507874,8.852862119674683
creditcard,1000,0.023801280898634133,0.0016633927820468904,8.996912240982056
creditcard,1000,0.02334729459152822,0.0015999718117448102,9.33345365524292
creditcard,1000,0.02390818217256611,0.0016589381295140987,10.45161509513855
creditcard,1000,0.023514156666995537,0.001639947158789535,12.707927942276001
creditcard,1000,0.023464633981625377,0.0016158250360194823,11.887644290924072
creditcard,1000,0.02296336432575668,0.0015726228536304592,11.304495811462402
creditcard,1000,0.023446747529193197,0.0016004148945320837,10.439828157424927
creditcard,1000,0.02332879896301045,0.0016064866015971723,11.642711162567139
creditcard,1000,0.023850451549083395,0.0016639980419429453,10.160966157913208
hls4ml_lhc_jets_hlf,10,0.16203405383339514,0.08925876769079935,0.10552287101745605
hls4ml_lhc_jets_hlf,10,0.17947453370596825,0.12079660561839438,0.0689702033996582
hls4ml_lhc_jets_hlf,10,0.14121576503390323,0.0707917461096532,0.07349228858947754
hls4ml_lhc_jets_hlf,10,0.1717649125697256,0.08777266076680348,0.05781149864196777
hls4ml_lhc_jets_hlf,10,0.16144661786372563,0.08889440875986013,0.13117623329162598
hls4ml_lhc_jets_hlf,10,0.24757123317205687,0.18950641944636729,0.08075404167175293
hls4ml_lhc_jets_hlf,10,0.16607296382329034,0.09555242348634371,0.07117843627929688
hls4ml_lhc_jets_hlf,10,0.14310994803552698,0.07069102519464142,0.1292717456817627
hls4ml_lhc_jets_hlf,10,0.17279993930360868,0.10243210972540331,0.09661650657653809
hls4ml_lhc_jets_hlf,10,0.14075587229414252,0.06658500881593346,0.12765049934387207
hls4ml_lhc_jets_hlf,50,0.02458316965341449,0.007292949430918906,0.28598976135253906
hls4ml_lhc_jets_hlf,50,0.025868523182921876,0.008012914044288874,0.36943578720092773
hls4ml_lhc_jets_hlf,50,0.024265146658975483,0.007150223011658594,0.24422812461853027
hls4ml_lhc_jets_hlf,50,0.024861563754388562,0.007457749451670409,0.2507932186126709
hls4ml_lhc_jets_hlf,50,0.02353861973030359,0.0068681341401599155,0.2726616859436035
hls4ml_lhc_jets_hlf,50,0.024595948107728433,0.007294764560634002,0.41512036323547363
hls4ml_lhc_jets_hlf,50,0.024351034616455474,0.0072131577357461354,0.6526303291320801
hls4ml_lhc_jets_hlf,50,0.026134504631031102,0.00850029572397912,0.29198455810546875
hls4ml_lhc_jets_hlf,50,0.026229922736290177,0.008251349359641006,0.2914237976074219
hls4ml_lhc_jets_hlf,50,0.02642634807953734,0.008429884240576562,0.3555164337158203
hls4ml_lhc_jets_hlf,100,0.008702477158080073,0.002067551815019278,0.7486803531646729
hls4ml_lhc_jets_hlf,100,0.008893920475041374,0.0020562917914801874,0.5694153308868408
hls4ml_lhc_jets_hlf,100,0.008781467681330073,0.002044367399325004,0.7747907638549805
hls4ml_lhc_jets_hlf,100,0.008858103222949155,0.0020396630184643656,0.7813756465911865
hls4ml_lhc_jets_hlf,100,0.009222770691413602,0.0022818726510808224,1.2769391536712646
hls4ml_lhc_jets_hlf,100,0.00986799887098125,0.0026255564607839117,1.0024781227111816
hls4ml_lhc_jets_hlf,100,0.008585085571356321,0.001961073750130878,1.0172171592712402
hls4ml_lhc_jets_hlf,100,0.009048670319887602,0.002138895945016139,0.6090793609619141
hls4ml_lhc_jets_hlf,100,0.00869927443313266,0.0020969106298010746,0.47533273696899414
hls4ml_lhc_jets_hlf,100,0.008836283283475932,0.0020528872969058087,0.7000620365142822
hls4ml_lhc_jets_hlf,200,0.0025768059543261014,0.00047393298199886134,1.7474350929260254
hls4ml_lhc_jets_hlf,200,0.002648485230397239,0.0004988817566261274,3.1225764751434326
hls4ml_lhc_jets_hlf,200,0.0025940163726171136,0.0004874635318539251,1.287264347076416
hls4ml_lhc_jets_hlf,200,0.0025619711391690336,0.00047194794493476174,1.2513418197631836
hls4ml_lhc_jets_hlf,200,0.0025938811110761367,0.0004794358112839334,1.6537115573883057
hls4ml_lhc_jets_hlf,200,0.002511626020709415,0.00046216657633397823,1.3744101524353027
hls4ml_lhc_jets_hlf,200,0.002615892340622086,0.0004906372776659335,1.313605785369873
hls4ml_lhc_jets_hlf,200,0.002629767014788978,0.0004934003869839451,1.2779510021209717
hls4ml_lhc_jets_hlf,200,0.002487942227077428,0.0004483632763799367,2.4143307209014893
hls4ml_lhc_jets_hlf,200,0.0025835745003701268,0.00048795104566585736,1.6698799133300781
hls4ml_lhc_jets_hlf,300,0.0011162028793697686,0.00018013574616696992,2.6583800315856934
hls4ml_lhc_jets_hlf,300,0.0011276817652628027,0.00018332907700995368,2.31258225440979
hls4ml_lhc_jets_hlf,300,0.0011363210190033467,0.00018705905544720626,1.9101145267486572
hls4ml_lhc_jets_hlf,300,0.0011278310573935915,0.00018325691818749847,3.583629846572876
hls4ml_lhc_jets_hlf,300,0.0011011392451451916,0.00017566264070567635,2.6589412689208984
hls4ml_lhc_jets_hlf,300,0.001085884943044099,0.00017329068288185172,2.7805755138397217
hls4ml_lhc_jets_hlf,300,0.0010903238117444991,0.00017507223475164745,1.7698431015014648
hls4ml_lhc_jets_hlf,300,0.0010808037272627476,0.0001708121604864407,2.096942186355591
hls4ml_lhc_jets_hlf,300,0.0011648421809650584,0.0001925620156720727,3.9629886150360107
hls4ml_lhc_jets_hlf,300,0.0011308432699829413,0.00018358725074702335,2.2272462844848633
hls4ml_lhc_jets_hlf,400,0.0005759248904775071,8.617867846664043e-05,3.498650312423706
hls4ml_lhc_jets_hlf,400,0.0005817344927303278,8.551312845143899e-05,2.563626289367676
hls4ml_lhc_jets_hlf,400,0.0005848692747995866,8.749081699358845e-05,3.6227145195007324
hls4ml_lhc_jets_hlf,400,0.0005701430205642308,8.276162241532352e-05,4.51131796836853
hls4ml_lhc_jets_hlf,400,0.00057351093325265,8.281446304613572e-05,3.7938120365142822
hls4ml_lhc_jets_hlf,400,0.0005798276462539684,8.512210323545952e-05,2.858677387237549
hls4ml_lhc_jets_hlf,400,0.0005674363333146988,8.343156405612973e-05,3.9764392375946045
hls4ml_lhc_jets_hlf,400,0.0005885160629419394,8.763802256594404e-05,4.949957370758057
hls4ml_lhc_jets_hlf,400,0.0005732712541964027,8.284188673711725e-05,3.1839072704315186
hls4ml_lhc_jets_hlf,400,0.0005784838568065819,8.46361772606901e-05,2.926166296005249
hls4ml_lhc_jets_hlf,500,0.00032878835582558124,4.484869662104864e-05,4.02681040763855
hls4ml_lhc_jets_hlf,500,0.00033689142155825485,4.628222622205667e-05,5.053454160690308
hls4ml_lhc_jets_hlf,500,0.0003291544586563506,4.484616660943246e-05,5.316421985626221
hls4ml_lhc_jets_hlf,500,0.00034265364944978513,4.801376428363586e-05,4.060504913330078
hls4ml_lhc_jets_hlf,500,0.0003326795536154426,4.551459832550566e-05,4.767104387283325
hls4ml_lhc_jets_hlf,500,0.0003279578674204507,4.431540938954848e-05,6.416832208633423
hls4ml_lhc_jets_hlf,500,0.00033085504728574706,4.501320733183322e-05,5.622170686721802
hls4ml_lhc_jets_hlf,500,0.0003343257600837169,4.5350711047001285e-05,3.8438098430633545
hls4ml_lhc_jets_hlf,500,0.0003313722219605032,4.480124593639399e-05,4.651507616043091
hls4ml_lhc_jets_hlf,500,0.00032763589192783975,4.460592334545629e-05,5.760313272476196
hls4ml_lhc_jets_hlf,600,0.00020724336202225787,2.696745900636286e-05,5.020047903060913
hls4ml_lhc_jets_hlf,600,0.00020579536888931912,2.6578434129392674e-05,4.7530388832092285
hls4ml_lhc_jets_hlf,600,0.00020060955576873263,2.5422155336853076e-05,6.188141822814941
hls4ml_lhc_jets_hlf,600,0.00020712891162998445,2.6107834557627753e-05,6.19581151008606
hls4ml_lhc_jets_hlf,600,0.000210839477268102,2.8472389630867668e-05,5.239177465438843
hls4ml_lhc_jets_hlf,600,0.0002030032400492736,2.5659997660996723e-05,4.421302318572998
hls4ml_lhc_jets_hlf,600,0.00020010351777440997,2.5194214399292776e-05,5.590741157531738
hls4ml_lhc_jets_hlf,600,0.00020596705665580485,2.650325365015577e-05,4.852510213851929
hls4ml_lhc_jets_hlf,600,0.00020156572503042698,2.5867276343714708e-05,5.264756441116333
hls4ml_lhc_jets_hlf,600,0.0002097154985018003,2.683538297158624e-05,8.142744302749634
hls4ml_lhc_jets_hlf,700,0.00013306225158514197,1.615971568258712e-05,7.133387327194214
hls4ml_lhc_jets_hlf,700,0.00012957043042174373,1.5485990227984183e-05,6.346428632736206
hls4ml_lhc_jets_hlf,700,0.00013262621998187655,1.605824678141317e-05,5.105230808258057
hls4ml_lhc_jets_hlf,700,0.00013356166231149135,1.602615695853776e-05,8.038979053497314
hls4ml_lhc_jets_hlf,700,0.00013514099749678497,1.6582005558115435e-05,5.974459648132324
hls4ml_lhc_jets_hlf,700,0.00013037484799926203,1.5559896047129407e-05,7.61961555480957
hls4ml_lhc_jets_hlf,700,0.00013096582526564803,1.586736873661959e-05,5.578197717666626
hls4ml_lhc_jets_hlf,700,0.00013027785021926377,1.5643616171048794e-05,5.816291332244873
hls4ml_lhc_jets_hlf,700,0.0001311861184143957,1.5782364663386814e-05,6.946082353591919
hls4ml_lhc_jets_hlf,700,0.00013277429640218407,1.6140029762535865e-05,6.246335983276367
hls4ml_lhc_jets_hlf,800,8.97351527309465e-05,1.0467316206487277e-05,8.654285669326782
hls4ml_lhc_jets_hlf,800,8.779399495295799e-05,1.015602383648185e-05,7.041265964508057
hls4ml_lhc_jets_hlf,800,8.940435337144753e-05,1.0465742074981537e-05,8.393206357955933
hls4ml_lhc_jets_hlf,800,8.979288840356974e-05,1.0376010560926959e-05,7.739394664764404
hls4ml_lhc_jets_hlf,800,8.63164907092296e-05,9.747533306358352e-06,7.176144123077393
hls4ml_lhc_jets_hlf,800,8.62941274102708e-05,9.789199927550353e-06,9.185131072998047
hls4ml_lhc_jets_hlf,800,8.92125049229051e-05,1.0372799099677225e-05,9.18342638015747
hls4ml_lhc_jets_hlf,800,9.109842136976753e-05,1.0499032177088053e-05,9.223008871078491
hls4ml_lhc_jets_hlf,800,8.875684471381259e-05,1.0196186620545823e-05,7.484452486038208
hls4ml_lhc_jets_hlf,800,8.582580862868273e-05,9.756841275719695e-06,7.270671129226685
hls4ml_lhc_jets_hlf,900,6.241385221165255e-05,6.928115141224867e-06,8.899478912353516
hls4ml_lhc_jets_hlf,900,6.088291856592597e-05,6.699980289096993e-06,8.766600131988525
hls4ml_lhc_jets_hlf,900,6.23201566043646e-05,6.966778704422658e-06,7.489331483840942
hls4ml_lhc_jets_hlf,900,6.142421228047568e-05,6.837767015964758e-06,9.362792730331421
hls4ml_lhc_jets_hlf,900,6.282105546164682e-05,6.932257592992354e-06,10.568982601165771
hls4ml_lhc_jets_hlf,900,6.272505616718772e-05,7.019557102553926e-06,9.152868032455444
hls4ml_lhc_jets_hlf,900,6.176304159712957e-05,6.78444936300386e-06,9.17588496208191
hls4ml_lhc_jets_hlf,900,6.0994992016206105e-05,6.70100983340733e-06,9.592582941055298
hls4ml_lhc_jets_hlf,900,6.274066561480347e-05,7.330989283689227e-06,8.668228387832642
hls4ml_lhc_jets_hlf,900,6.251998081725703e-05,7.042695298800216e-06,8.876004219055176
hls4ml_lhc_jets_hlf,1000,4.41784113644642e-05,4.714411729014938e-06,10.694822311401367
hls4ml_lhc_jets_hlf,1000,4.4866103224219666e-05,4.8195829040861875e-06,10.180460214614868
hls4ml_lhc_jets_hlf,1000,4.4777366117688814e-05,4.847084478591304e-06,10.550784587860107
hls4ml_lhc_jets_hlf,1000,4.485913137933043e-05,4.77020855861682e-06,9.491243839263916
hls4ml_lhc_jets_hlf,1000,4.501086220229524e-05,4.848827054981698e-06,12.01542615890503
hls4ml_lhc_jets_hlf,1000,4.362072924386989e-05,4.614767425091713e-06,10.4162278175354
hls4ml_lhc_jets_hlf,1000,4.3889286294738675e-05,4.741903400452139e-06,10.37520456314087
hls4ml_lhc_jets_hlf,1000,4.451558084485977e-05,4.765603495395932e-06,9.457066297531128
hls4ml_lhc_jets_hlf,1000,4.415582136780032e-05,4.707021660825391e-06,9.296785116195679
hls4ml_lhc_jets_hlf,1000,4.344862043362119e-05,4.609306599740687e-06,10.256658792495728
