dataset,k,rp_tr,rp_fro,rp_time,greedy_tr,greedy_fro,greedy_time,opt_tr,opt_fro
volkert,1000,0.043098098931848065,0.0022771076311662733,6.977240324020386,0.06088311578799171,0.008145680388444229,6.4876182079315186,0.020563770184021862,0.0007161862742119642
volkert,1000,0.04360351882289338,0.0023189302083244626,6.189128398895264,0.06088311578799171,0.008145680388444229,5.857094764709473,0.020563770184021862,0.0007161862742119642
volkert,1000,0.04302476569533253,0.0022477543869273784,8.36629033088684,0.06088311578799171,0.008145680388444229,5.49649715423584,0.020563770184021862,0.0007161862742119642
volkert,1000,0.04294484939528403,0.002260973405929254,7.121753931045532,0.06088311578799171,0.008145680388444229,6.400142431259155,0.020563770184021862,0.0007161862742119642
volkert,1000,0.042916276093302765,0.002254662724024031,7.362851619720459,0.06088311578799171,0.008145680388444229,5.612479209899902,0.020563770184021862,0.0007161862742119642
creditcard,1000,0.02303268533449672,0.0015760932942603689,5.831102609634399,0.04359583187575345,0.010362206105346885,5.365777254104614,0.009869705947294999,0.000504491620038966
creditcard,1000,0.023113226929895477,0.001588856463857718,7.867053747177124,0.04359583187575345,0.010362206105346885,6.644705295562744,0.009869705947294999,0.000504491620038966
creditcard,1000,0.023212161373681366,0.0015926361704852758,8.099353790283203,0.04359583187575345,0.010362206105346885,7.299105167388916,0.009869705947294999,0.000504491620038966
creditcard,1000,0.0234717946828174,0.0016255511766246282,8.738388299942017,0.04359583187575345,0.010362206105346885,6.826907634735107,0.009869705947294999,0.000504491620038966
creditcard,1000,0.023394544483539264,0.0016029511619478805,8.291105270385742,0.04359583187575345,0.010362206105346885,8.331233263015747,0.009869705947294999,0.000504491620038966
creditcard,1000,0.023149934685077835,0.0015944536225414377,8.141141891479492,0.04359583187575345,0.010362206105346885,6.106046676635742,0.009869705947294999,0.000504491620038966
creditcard,1000,0.02366878911929421,0.0016369092060124668,8.386705160140991,0.04359583187575345,0.010362206105346885,7.504300355911255,0.009869705947294999,0.000504491620038966
creditcard,1000,0.023283784818960287,0.0016012623220243018,8.301100492477417,0.04359583187575345,0.010362206105346885,7.193706750869751,0.009869705947294999,0.000504491620038966
creditcard,1000,0.02318785698609967,0.0015934219970308236,9.179153442382812,0.04359583187575345,0.010362206105346885,6.752236366271973,0.009869705947294999,0.000504491620038966
creditcard,1000,0.023451837328304432,0.0016244307973754966,11.008309125900269,0.04359583187575345,0.010362206105346885,11.025689601898193,0.009869705947294999,0.000504491620038966
hls4ml_lhc_jets_hlf,1000,4.472996844839505e-05,4.75544868303465e-06,8.866695880889893,6.623923940506351e-05,1.2723363302935431e-05,8.643092393875122,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.370402006609316e-05,4.634513623508746e-06,13.70116376876831,6.623923940506351e-05,1.2723363302935431e-05,11.685753345489502,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.565029084579239e-05,4.911732781567592e-06,10.395206689834595,6.623923940506351e-05,1.2723363302935431e-05,9.36317491531372,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.5236210129900823e-05,4.92606977745442e-06,9.592524766921997,6.623923940506351e-05,1.2723363302935431e-05,11.752769708633423,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.4853721247802936e-05,4.8751914380947694e-06,9.70836877822876,6.623923940506351e-05,1.2723363302935431e-05,7.784734487533569,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.4014408678958305e-05,4.711470771602686e-06,9.77593445777893,6.623923940506351e-05,1.2723363302935431e-05,8.911160469055176,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.5004738864124714e-05,4.8565865542587274e-06,10.234168529510498,6.623923940506351e-05,1.2723363302935431e-05,9.81953740119934,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.389144153148419e-05,4.6702136208685015e-06,10.157043218612671,6.623923940506351e-05,1.2723363302935431e-05,9.047748565673828,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.3879494497426355e-05,4.651928909411041e-06,11.582603693008423,6.623923940506351e-05,1.2723363302935431e-05,7.2094714641571045,1.0684110453362383e-05,7.968335802570695e-07
hls4ml_lhc_jets_hlf,1000,4.4673070414008274e-05,4.777552672931258e-06,10.287529230117798,6.623923940506351e-05,1.2723363302935431e-05,7.395051717758179,1.0684110453362383e-05,7.968335802570695e-07
